image_path,label_path,rmse_model,rmse_baseline,rmse_inverted,time_taken
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\cloudy\A_0036_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\cloudy\A_0036_L.mat,0.2900284865549893,0.3010327494801975,0.29050887465761777,6.782911777496338
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0008\sunset\E_0073_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0008\sunset\E_0073_L.mat,0.17157449014952317,0.171148406909506,0.17350572220319294,6.746732234954834
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0003\overcast\W_0075_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0003\overcast\W_0075_L.mat,0.2440134900286864,0.2404265321598021,0.24944172395705486,6.798393487930298
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\twilight\S_0043_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\twilight\S_0043_L.mat,0.16639515162339938,0.1572414223957434,0.1718605022207617,7.36023211479187
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0003\cloudy\W_0076_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0003\cloudy\W_0076_L.mat,0.18674414712216714,0.1869242844424742,0.18946232873303376,6.785332202911377
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0003\clear\N_0041_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0003\clear\N_0041_L.mat,0.1266955166368599,0.12427760685100578,0.1285927546016054,6.843043565750122
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\cloudy\E_0042_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\cloudy\E_0042_L.mat,0.23752273804641605,0.21936924029003685,0.2241283818088426,6.64038872718811
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\twilight\S_0039_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\twilight\S_0039_L.mat,0.21943710509360245,0.20690797965294516,0.22428121230330483,6.89078688621521
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0008\overcast\S_0064_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0008\overcast\S_0064_L.mat,0.14163153784633611,0.1391683613201815,0.14262537876249654,6.965868949890137
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0008\cloudy\A_0002_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0008\cloudy\A_0002_L.mat,0.16413624109346497,0.16523956436302317,0.16508123724970533,6.848798990249634
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\sunset\W_0052_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\sunset\W_0052_L.mat,0.09658931408203333,0.094622741931121,0.09997719294001257,6.828668832778931
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\clear\E_0048_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\clear\E_0048_L.mat,0.3746759902809647,0.38027390803670885,0.37630688211413377,6.969066143035889
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0001\twilight\W_0032_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0001\twilight\W_0032_L.mat,0.17272488349351683,0.1798179331494692,0.18915000910419236,6.818358898162842
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0005\clear\E_0033_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0005\clear\E_0033_L.mat,0.3245109570177986,0.3250367841989322,0.3261222921685595,6.708650588989258
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0006\clear\W_0076_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0006\clear\W_0076_L.mat,0.1999095556141922,0.19897545864531313,0.20182521066231685,6.766246318817139
C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\RGB\0001\twilight\A_0019_L.png,C:\Users\cjbla\OneDrive\Desktop\Code\data\dataset\EDEN\Depth\0001\twilight\A_0019_L.mat,0.19260592398701631,0.19680567970717033,0.2056560144082682,6.7777838706970215
